0	-0.022036	-0.166427
1	0.001469	-0.058955
2	-0.022036	-0.166427
3	-0.122547	0.314277
4	-0.057093	0.212479
5	0.139223	-0.103270
6	-0.135560	-0.081251
7	0.361787	-0.322618
8	-0.220483	-0.030544
9	0.056662	-0.089417
10	0.141736	-0.093774
11	0.258251	-0.061096
12	0.160254	0.063115
13	-0.081463	0.176361
14	0.240378	0.087749
15	-0.026870	-0.043276
16	-0.040634	0.204392
17	-0.188010	-0.080774
18	-0.013183	-0.244728
19	0.341954	-0.155723
20	0.046422	-0.057073
21	0.020353	0.148089
22	-0.031802	0.068254
23	-0.052511	-0.084662
24	-0.257607	-0.000921
25	0.072385	-0.196987
26	0.145106	0.034303
27	-0.065495	0.176556
28	-0.152696	0.134852
29	0.197388	-0.001203
30	-0.177067	0.073105
31	0.208633	0.086667
32	0.161165	-0.220293
33	0.102682	0.048725
34	0.125096	0.029918
35	0.304234	-0.119735
36	-0.037617	0.001721
37	-0.153562	0.036104
38	-0.127321	0.005628
39	0.134241	0.273871
40	0.186385	-0.003158
41	-0.373049	0.065397
42	0.245712	0.061260
43	0.010246	-0.320610
44	0.058827	0.069020
45	0.306268	-0.265591
46	0.072500	0.206954
47	-0.110859	0.035783
48	0.036682	-0.143535
49	-0.360883	0.044345
50	0.184415	-0.096399
51	0.023477	0.199891
52	-0.211099	-0.218014
53	-0.049978	-0.109711
54	-0.290178	-0.181555
55	-0.046177	-0.325437
56	-0.100693	-0.150346
57	-0.005120	-0.179411
58	0.149470	0.137692
59	-0.013495	0.155527
60	-0.400284	-0.129943
61	0.125799	0.160188
62	0.287029	0.014461
63	-0.186023	-0.401419
64	-0.063588	0.122169
65	-0.013974	-0.042605
66	-0.149104	-0.183048
67	-0.162107	0.088471
68	-0.223622	-0.160331
69	0.186402	0.179327
70	0.284990	-0.009017
71	-0.010632	-0.101951
72	-0.004173	-0.031256
73	-0.184278	-0.066287
74	-0.206925	-0.215479
75	-0.314314	-0.057175
76	0.090397	0.009663
77	0.059068	-0.301642
78	-0.156385	-0.155664
79	0.186407	0.335202
80	-0.116507	-0.160896
81	0.055147	-0.159013
82	0.095281	-0.227138
83	0.022240	0.271070
84	-0.260071	-0.068324
85	0.420719	-0.261908
86	-0.058695	-0.008848
87	-0.188594	0.059781
88	0.234688	-0.020183
89	-0.263189	-0.130054
90	-0.213978	0.168481
91	-0.090532	-0.217606
92	0.206111	-0.066362
93	0.107689	-0.149304
94	0.164967	-0.080648
95	0.139018	0.024563
96	0.041513	0.025099
97	0.060237	-0.130275
98	-0.222743	-0.001402
99	-0.154043	-0.165003
100	0.235192	0.095165
101	-0.007018	0.068837
102	0.160928	0.132626
103	-0.399484	-0.011046
104	-0.023356	0.061215
105	0.004146	-0.207140
106	0.095928	-0.040762
107	0.071083	-0.012873
108	-0.063603	-0.003157
109	0.139892	0.030333
110	0.014382	-0.187455
111	0.148543	-0.012902
112	0.187909	-0.081343
113	-0.045100	-0.120602
114	-0.055689	-0.166109
115	-0.144280	0.036117
116	-0.319460	0.051582
117	0.054397	-0.203822
118	0.034372	0.170430
119	-0.248263	-0.107411
120	0.025081	-0.116911
121	-0.025034	0.051451
122	0.166916	0.104145
123	0.087186	0.182575
124	-0.141588	-0.058936
125	0.266449	0.121658
126	0.304337	0.084734
127	0.050239	0.204997
128	-0.007346	-0.288188
129	-0.007445	0.035295
130	0.240304	0.028370
131	0.110929	-0.310044
132	-0.103238	-0.097528
133	-0.233985	0.260716
134	0.199632	-0.150799
135	-0.234671	-0.262274
136	-0.010171	-0.265932
137	-0.010426	0.026194
138	-0.100345	-0.210630
139	0.132920	-0.058374
140	-0.121168	0.055800
141	0.063375	0.042168
142	-0.056610	-0.163330
143	-0.190011	-0.104401
144	-0.132327	-0.090217
145	-0.132405	-0.024428
146	-0.050005	-0.037104
147	0.054825	0.072588
148	0.029853	-0.018980
149	0.216933	-0.066929
150	-0.116902	-0.071778
151	0.077690	0.093500
152	0.206256	0.273454
153	-0.000691	-0.016886
154	-0.010102	-0.142085
155	0.078051	-0.189273
156	0.093594	0.140351
157	-0.195629	0.159682
158	-0.040330	0.098235
159	-0.281595	-0.108705
160	-0.204589	0.084030
161	0.392453	-0.003058
162	0.000303	0.173919
163	0.011497	0.097348
164	0.078329	0.015775
165	-0.133876	-0.049132
166	0.011100	-0.209650
167	-0.209529	-0.152245
168	-0.112911	0.085037
169	0.036211	-0.044103
170	0.146452	0.003301
171	-0.272798	-0.123321
172	0.108621	-0.083485
173	-0.067859	-0.104756
174	-0.277417	0.016808
175	0.102031	-0.186426
176	0.018383	-0.113518
177	0.282911	0.336159
178	-0.024969	0.362996
179	0.043251	-0.157968
180	-0.070107	-0.186819
181	0.122255	-0.043215
182	0.154634	0.056133
183	-0.077974	-0.164014
184	0.245452	-0.141664
185	0.122348	-0.216004
186	-0.009124	-0.155816
187	-0.121731	0.010492
188	-0.039157	0.010612
189	0.203361	0.271647
190	-0.053503	-0.049817
191	-0.112105	0.017413
192	0.132604	0.039738
193	-0.082975	0.021601
194	-0.434601	-0.036391
195	0.183241	0.128108
196	-0.028284	0.069067
197	-0.069045	-0.122445
198	0.008273	0.012743
199	0.142534	0.168834
200	0.079712	0.024583
201	0.182505	0.060364
202	0.054539	-0.054966
203	0.097726	0.191381
204	0.042381	0.125678
205	-0.233955	-0.063235
206	0.062259	0.124265
207	0.023890	0.093508
208	0.027556	0.019413
209	-0.014965	-0.161330
210	-0.080301	-0.325500
211	0.111040	-0.279256
212	-0.068007	-0.283367
213	0.053208	0.242341
214	-0.011197	0.090865
215	0.079826	0.051019
216	0.054700	0.065411
217	-0.011287	-0.092562
218	-0.025480	-0.120733
219	-0.097990	-0.070413
220	-0.088322	0.003249
221	-0.132331	-0.138146
222	-0.025727	-0.218243
223	0.002362	-0.143377
224	-0.235151	-0.098046
225	0.241338	0.182688
226	0.243620	0.276302
227	-0.217635	-0.173519
228	0.180712	0.428883
229	0.008165	0.013428
230	0.005553	0.156228
231	-0.055928	-0.150446
232	0.045813	0.077680
233	-0.034123	0.012607
234	0.357547	0.035544
235	0.113397	0.189147
236	0.152338	0.151854
237	-0.005551	-0.163183
238	-0.090072	0.070822
239	0.070873	0.146565
240	-0.095042	0.355698
241	-0.184419	-0.377038
242	0.017217	0.017655
243	-0.262902	-0.106817
244	-0.027952	0.156077
245	-0.103342	-0.171260
