0	0.392276	0.441059	20000
1	0.198885	0.395949	20000
2	0.392276	0.441059	20000
3	0.212116	0.305323	20000
4	0.432609	0.327308	20000
5	0.397091	0.587586	20000
6	0.392353	0.585175	20000
7	0.569316	0.402825	20000
8	0.386242	0.387656	20000
9	0.469909	0.251946	20000
10	0.547419	0.302080	20000
11	0.480548	0.435241	20000
12	0.390010	0.567245	20000
13	0.361018	0.423751	20000
14	0.324045	0.469244	20000
15	0.483485	0.216484	20000
16	0.399387	0.505271	20000
17	0.396536	0.268311	20000
18	0.462399	0.403485	20000
19	0.557617	0.245325	20000
20	0.473566	0.503964	20000
21	0.372523	0.433157	20000
22	0.343909	0.401764	20000
23	0.461923	0.525195	20000
24	0.463610	0.208708	20000
25	0.320734	0.538277	20000
26	0.459695	0.218091	20000
27	0.468062	0.599388	20000
28	0.331255	0.406232	20000
29	0.420689	0.371178	20000
30	0.424064	0.578495	20000
31	0.193894	0.321332	20000
32	0.538047	0.533266	20000
33	0.394041	0.457976	20000
34	0.461670	0.519983	20000
35	0.602136	0.393469	20000
36	0.392754	0.532021	20000
37	0.383276	0.488166	20000
38	0.325377	0.287164	20000
39	0.437902	0.225633	20000
40	0.521803	0.520820	20000
41	0.429524	0.205485	20000
42	0.478442	0.601237	20000
43	0.527549	0.299307	20000
44	0.405504	0.326680	20000
45	0.576887	0.479361	20000
46	0.482654	0.453059	20000
47	0.289775	0.419514	20000
48	0.250465	0.280351	20000
49	0.464278	0.244529	20000
50	0.275068	0.341552	20000
51	0.475869	0.308637	20000
52	0.452713	0.330385	20000
53	0.229514	0.471378	20000
54	0.274231	0.488856	20000
55	0.280293	0.388704	20000
56	0.451222	0.468672	20000
57	0.458972	0.342763	20000
58	0.421914	0.342703	20000
59	0.367400	0.255397	20000
60	0.311457	0.285405	20000
61	0.410280	0.195089	20000
62	0.203519	0.500380	20000
63	0.565228	0.499878	20000
64	0.503272	0.300026	20000
65	0.375818	0.459869	20000
66	0.287649	0.520779	20000
67	0.595893	0.445564	20000
68	0.321105	0.488368	20000
69	0.573412	0.447130	20000
70	0.427413	0.290204	20000
71	0.300535	0.363653	20000
72	0.511036	0.208691	20000
73	0.396471	0.524322	20000
74	0.280433	0.575098	20000
75	0.437620	0.563147	20000
76	0.430452	0.316292	20000
77	0.291033	0.241114	20000
78	0.340755	0.440802	20000
79	0.358284	0.255483	20000
80	0.428760	0.180763	20000
81	0.353024	0.471563	20000
82	0.480438	0.300832	20000
83	0.301755	0.250812	20000
84	0.384529	0.293868	20000
85	0.482283	0.371204	20000
86	0.232656	0.399576	20000
87	0.547983	0.308484	20000
88	0.400589	0.394236	20000
89	0.556215	0.264274	20000
90	0.254151	0.373531	20000
91	0.554373	0.473720	20000
92	0.509595	0.495428	20000
93	0.361089	0.459016	20000
94	0.460741	0.467655	20000
95	0.383275	0.272173	20000
96	0.209287	0.309672	20000
97	0.445662	0.420069	20000
98	0.394681	0.251674	20000
99	0.201641	0.347666	20000
100	0.367490	0.302429	20000
101	0.423625	0.567610	20000
102	0.428418	0.295212	20000
103	0.289668	0.347600	20000
104	0.548763	0.347573	20000
105	0.396510	0.179421	20000
106	0.487421	0.283927	20000
107	0.466839	0.490667	20000
108	0.528964	0.537104	20000
109	0.451023	0.213584	20000
110	0.283134	0.328627	20000
111	0.226534	0.428837	20000
112	0.371015	0.382758	20000
113	0.460858	0.258096	20000
114	0.384907	0.452995	20000
115	0.242649	0.533798	20000
116	0.263429	0.289535	20000
117	0.473830	0.248377	20000
118	0.479060	0.255456	20000
119	0.215625	0.445068	20000
120	0.342582	0.326333	20000
121	0.547331	0.262331	20000
122	0.363993	0.405395	20000
123	0.285068	0.263117	20000
124	0.540382	0.236136	20000
125	0.285059	0.421654	20000
126	0.471572	0.396790	20000
127	0.276494	0.321679	20000
128	0.529311	0.504128	20000
129	0.596428	0.376521	20000
130	0.467097	0.265430	20000
131	0.345951	0.318084	20000
132	0.380763	0.461965	20000
133	0.360992	0.288309	20000
134	0.571702	0.344348	20000
135	0.510730	0.371099	20000
136	0.462286	0.233763	20000
137	0.499415	0.392364	20000
138	0.425208	0.405080	20000
139	0.595186	0.371324	20000
140	0.516526	0.425298	20000
141	0.287829	0.332253	20000
